order_id,customer_id,order_date,status,region_code
ORD-100031,CUST-1190,2025-04-10 19:54:00,PLACED,REG_SOUTH
ORD-100032,CUST-1329,2026-04-05 02:42:00,RETURNED,REG_WEST
ORD-100033,CUST-1195,2025-12-25 21:31:00,DELIVERED,REG_SOUTH
ORD-100034,CUST-1290,2025-09-13 13:41:00,PLACED,REG_NORTH
ORD-100035,CUST-1536,2026-03-04 02:02:00,DELIVERED,REG_SOUTH
ORD-100036,CUST-1183,2026-06-22 01:12:00,PLACED,REG_SOUTH
ORD-100037,CUST-1102,2025-04-17 18:41:00,DELIVERED,REG_WEST
ORD-100038,CUST-1539,2026-02-14 22:37:00,PLACED,REG_EAST
ORD-100039,CUST-1227,2026-02-05 22:04:00,PLACED,REG_SOUTH
ORD-100040,CUST-1504,2026-06-01 02:29:00,DELIVERED,REG_NORTH
ORD-100042,CUST-1060,2026-05-27 19:17:00,PLACED,REG_NORTH
ORD-100043,CUST-1312,2025-05-10 06:33:00,PLACED,REG_SOUTH
ORD-100045,CUST-1184,2026-01-11 23:35:00,PLACED,REG_NORTH
ORD-100046,CUST-1367,2026-03-12 14:44:00,SHIPPED,REG_NORTH
ORD-100047,CUST-1171,2026-05-11 05:35:00,PLACED,REG_EAST
ORD-100048,CUST-1162,2025-12-30 19:28:00,CANCELLED,REG_EAST
ORD-100049,CUST-1333,2026-06-07 11:26:00,DELIVERED,REG_WEST
ORD-100050,CUST-1332,2026-02-06 07:36:00,PLACED,REG_WEST
ORD-100051,CUST-1261,2025-10-02 14:28:00,RETURNED,REG_NORTH
ORD-100052,CUST-1036,2025-08-24 19:01:00,PLACED,REG_EAST
ORD-100053,CUST-1007,2025-09-01 07:13:00,DELIVERED,REG_NORTH
ORD-100054,CUST-1283,2026-01-09 16:35:00,PLACED,REG_SOUTH
ORD-100055,CUST-1097,2025-04-20 14:22:00,PLACED,REG_EAST
ORD-100056,CUST-1376,2026-01-24 07:14:00,PLACED,REG_EAST
ORD-100057,CUST-1095,2026-01-18 12:36:00,CANCELLED,REG_NORTH
ORD-100058,CUST-1333,2026-05-11 15:11:00,PLACED,REG_NORTH
ORD-100060,CUST-1058,2026-04-30 10:22:00,DELIVERED,REG_WEST
ORD-100061,CUST-1427,2026-06-19 03:55:00,DELIVERED,REG_NORTH
ORD-100062,CUST-1392,2025-04-28 09:33:00,PLACED,REG_SOUTH
ORD-100063,CUST-1335,2025-12-14 22:14:00,PLACED,REG_WEST
ORD-100064,CUST-1457,2026-04-21 19:36:00,PLACED,REG_SOUTH
ORD-100065,CUST-1443,2025-08-27 12:09:00,PLACED,REG_NORTH
ORD-100066,CUST-1488,2026-01-18 23:03:00,PLACED,REG_EAST
ORD-100067,CUST-1088,2025-10-22 16:27:00,DELIVERED,REG_SOUTH
ORD-100068,CUST-1139,2025-12-03 17:12:00,PLACED,REG_SOUTH
ORD-100069,CUST-1537,2025-08-05 07:04:00,PLACED,REG_WEST
ORD-100070,CUST-1332,2026-03-17 18:05:00,PLACED,REG_WEST
ORD-100071,CUST-1434,2025-10-05 11:12:00,PLACED,REG_NORTH
ORD-100072,CUST-1313,2025-06-26 11:39:00,DELIVERED,REG_WEST
ORD-100073,CUST-1150,2025-11-12 01:59:00,DELIVERED,REG_SOUTH
ORD-100074,CUST-1383,2025-06-19 23:54:00,PLACED,REG_NORTH
ORD-100075,CUST-1249,2026-02-12 04:55:00,DELIVERED,REG_EAST
ORD-100076,CUST-1015,2025-09-23 22:51:00,PLACED,REG_WEST
ORD-100077,CUST-1483,2025-04-12 10:13:00,SHIPPED,REG_SOUTH
ORD-100078,CUST-1209,2026-01-05 16:48:00,PLACED,REG_WEST
ORD-100079,CUST-1145,2026-03-22 00:00:00,PLACED,REG_NORTH
ORD-100080,CUST-1262,2025-06-27 01:18:00,PLACED,REG_EAST
ORD-100081,CUST-1055,2025-11-25 20:00:00,PLACED,REG_EAST
ORD-100082,CUST-1369,2026-06-17 03:01:00,PLACED,REG_WEST
ORD-100083,CUST-1237,2025-10-12 16:45:00,PLACED,REG_EAST
ORD-100084,CUST-1497,2026-06-18 19:34:00,PLACED,REG_SOUTH
ORD-100085,CUST-1513,2025-11-21 17:59:00,SHIPPED,REG_NORTH
ORD-100087,CUST-1019,2025-09-25 21:22:00,PLACED,REG_EAST
ORD-100088,CUST-1242,2025-12-13 08:51:00,PLACED,REG_EAST
ORD-100089,CUST-1397,2026-05-23 00:35:00,CANCELLED,REG_SOUTH
ORD-100090,CUST-1156,2025-09-22 12:42:00,PLACED,REG_WEST
ORD-100091,CUST-1534,2026-03-14 19:55:00,SHIPPED,REG_SOUTH
ORD-100092,CUST-1428,2025-08-02 18:09:00,PLACED,REG_EAST
ORD-100093,CUST-1338,2025-11-16 17:08:00,PLACED,REG_SOUTH
ORD-100094,CUST-1208,2026-06-16 04:19:00,SHIPPED,REG_SOUTH
ORD-100095,CUST-1441,2026-04-30 04:41:00,CANCELLED,REG_SOUTH
ORD-100096,CUST-1326,2025-05-05 17:34:00,CANCELLED,REG_NORTH
ORD-100097,CUST-1189,2025-09-10 04:46:00,PLACED,REG_EAST
ORD-100098,CUST-1424,2025-10-28 09:28:00,SHIPPED,REG_EAST
ORD-100099,CUST-1156,2026-05-04 06:06:00,PLACED,REG_NORTH
ORD-100100,CUST-1274,2026-02-05 18:39:00,PLACED,REG_SOUTH
ORD-100101,CUST-1237,2026-03-18 00:00:00,PLACED,REG_WEST
ORD-100102,CUST-1138,2025-12-14 19:30:00,SHIPPED,REG_EAST
ORD-100103,CUST-1189,2026-06-11 12:31:00,PLACED,REG_SOUTH
ORD-100104,CUST-1198,2025-07-25 01:26:00,DELIVERED,REG_NORTH
ORD-100105,CUST-1277,2025-10-29 07:47:00,SHIPPED,REG_SOUTH
ORD-100106,CUST-1210,2025-05-04 05:59:00,RETURNED,REG_WEST
ORD-100107,CUST-1502,2026-03-19 10:55:00,PLACED,REG_SOUTH
ORD-100108,CUST-1438,2025-10-25 01:38:00,SHIPPED,REG_WEST
ORD-100109,CUST-1321,2025-10-19 19:47:00,PLACED,REG_NORTH
ORD-100110,CUST-1534,2025-05-26 14:29:00,DELIVERED,REG_NORTH
ORD-100111,CUST-1252,2025-12-22 17:25:00,RETURNED,REG_NORTH
ORD-100112,CUST-1397,2025-12-21 20:03:00,PLACED,REG_WEST
ORD-100113,CUST-1408,2025-09-03 00:00:00,PLACED,REG_EAST
ORD-100114,CUST-1056,2026-03-20 16:57:00,PLACED,REG_WEST
ORD-100115,CUST-1093,2026-04-05 16:07:00,PLACED,REG_SOUTH
ORD-100116,CUST-1403,2025-10-29 10:28:00,PLACED,REG_WEST
ORD-100117,CUST-1207,2025-11-19 02:16:00,PLACED,REG_SOUTH
ORD-100118,CUST-1127,2025-05-17 03:45:00,PLACED,REG_EAST
ORD-100119,CUST-1088,2025-12-25 22:24:00,SHIPPED,REG_SOUTH
ORD-100120,CUST-1388,2026-01-07 12:02:00,DELIVERED,REG_EAST
ORD-100121,CUST-1154,2025-06-23 04:11:00,DELIVERED,REG_NORTH
ORD-100122,CUST-1430,2025-09-05 09:46:00,DELIVERED,REG_WEST
ORD-100123,CUST-1296,2026-02-15 05:07:00,DELIVERED,REG_SOUTH
ORD-100124,CUST-1004,2026-02-13 08:00:00,PLACED,REG_WEST
ORD-100125,CUST-1006,2026-02-06 15:15:00,PLACED,REG_WEST
ORD-100126,CUST-1465,2025-10-27 14:05:00,SHIPPED,REG_NORTH
ORD-100128,CUST-1051,2025-07-04 04:03:00,SHIPPED,REG_NORTH
ORD-100129,CUST-1149,2026-06-12 01:42:00,PLACED,REG_EAST
ORD-100130,CUST-1340,2025-05-15 01:06:00,PLACED,REG_SOUTH
ORD-100131,CUST-1166,2026-03-11 09:39:00,SHIPPED,REG_SOUTH
ORD-100132,CUST-1467,2026-04-19 18:23:00,CANCELLED,REG_NORTH
ORD-100134,CUST-1438,2026-06-06 17:04:00,PLACED,REG_SOUTH
ORD-100135,CUST-1125,2026-03-22 08:21:00,PLACED,REG_SOUTH
ORD-100136,CUST-1215,2026-02-08 01:06:00,PLACED,REG_NORTH
ORD-100137,CUST-1496,2026-04-06 22:38:00,CANCELLED,REG_EAST
ORD-100138,CUST-1438,2026-02-06 10:16:00,PLACED,REG_EAST
ORD-100139,CUST-1133,2026-02-09 18:31:00,PLACED,REG_WEST
ORD-100140,CUST-1505,2026-05-19 05:56:00,SHIPPED,REG_EAST
ORD-100141,CUST-1199,2025-04-01 03:01:00,PLACED,REG_NORTH
ORD-100142,CUST-1213,2026-05-15 19:26:00,PLACED,REG_EAST
ORD-100143,CUST-1359,2026-01-12 20:13:00,PLACED,REG_SOUTH
ORD-100145,CUST-1007,2025-05-29 21:21:00,PLACED,REG_NORTH
ORD-100146,CUST-1180,2025-07-09 10:53:00,PLACED,REG_WEST
ORD-100147,CUST-1486,2026-05-14 01:41:00,PLACED,REG_SOUTH
ORD-100148,CUST-1472,2026-06-17 17:57:00,PLACED,REG_WEST
ORD-100149,CUST-1058,2026-06-02 16:19:00,PLACED,REG_EAST
ORD-100150,CUST-1549,2025-04-10 06:36:00,SHIPPED,REG_EAST
ORD-100151,CUST-1068,2025-06-16 08:53:00,PLACED,REG_WEST
ORD-100152,CUST-1548,2026-06-06 05:36:00,SHIPPED,REG_SOUTH
ORD-100153,CUST-1120,2026-06-17 09:45:00,DELIVERED,REG_NORTH
ORD-100154,CUST-1279,2025-10-29 02:31:00,DELIVERED,REG_EAST
ORD-100155,CUST-1463,2026-05-30 09:13:00,PLACED,REG_SOUTH
ORD-100156,CUST-1115,2025-10-09 01:49:00,PLACED,REG_NORTH
ORD-100157,CUST-1455,2025-12-16 00:51:00,PLACED,REG_SOUTH
ORD-100158,CUST-1195,2025-09-22 15:46:00,DELIVERED,REG_EAST
ORD-100159,CUST-1336,2025-06-13 03:52:00,RETURNED,REG_SOUTH
ORD-100160,CUST-1211,2026-04-06 01:29:00,PLACED,REG_NORTH
ORD-100161,CUST-1005,2025-09-07 01:43:00,DELIVERED,REG_NORTH
ORD-100162,CUST-1342,2025-11-26 01:06:00,PLACED,REG_EAST
ORD-100163,CUST-1024,2026-01-21 09:40:00,DELIVERED,REG_EAST
ORD-100164,CUST-1206,2025-07-08 09:17:00,PLACED,REG_WEST
ORD-100165,CUST-1121,2025-08-18 04:10:00,PLACED,REG_NORTH
ORD-100166,CUST-1527,2025-05-23 06:34:00,PLACED,REG_EAST
ORD-100167,CUST-1278,2025-06-12 00:00:00,PLACED,REG_SOUTH
ORD-100168,CUST-1176,2025-05-07 09:39:00,DELIVERED,REG_WEST
ORD-100169,CUST-1052,2025-06-06 00:30:00,CANCELLED,REG_NORTH
ORD-100170,CUST-1109,2025-10-14 01:05:00,PLACED,REG_SOUTH
ORD-100171,CUST-1457,2026-02-10 00:00:00,PLACED,REG_SOUTH
ORD-100172,CUST-1547,2025-05-11 14:36:00,PLACED,REG_WEST
ORD-100173,CUST-1100,2025-11-20 09:43:00,SHIPPED,REG_WEST
ORD-100174,CUST-1482,2025-07-28 07:09:00,DELIVERED,REG_EAST
ORD-100175,CUST-1373,2025-10-18 05:44:00,CANCELLED,REG_EAST
ORD-100176,CUST-1333,2025-11-19 15:01:00,PLACED,REG_NORTH
ORD-100177,CUST-1360,2025-12-02 14:54:00,PLACED,REG_EAST
ORD-100178,CUST-1131,2025-12-17 03:25:00,DELIVERED,REG_NORTH
ORD-100179,CUST-1334,2026-01-10 20:04:00,DELIVERED,REG_WEST
ORD-100180,CUST-1411,2026-01-28 13:15:00,SHIPPED,REG_SOUTH
ORD-100181,CUST-1494,2025-10-14 02:21:00,PLACED,REG_WEST
ORD-100182,CUST-1446,2026-01-16 10:34:00,SHIPPED,REG_SOUTH
ORD-100183,CUST-1080,2026-04-14 22:36:00,DELIVERED,REG_NORTH
ORD-100184,CUST-1475,2025-09-14 17:06:00,DELIVERED,REG_SOUTH
ORD-100185,CUST-1316,2025-10-25 02:38:00,PLACED,REG_WEST
ORD-100186,CUST-1336,2025-12-10 20:42:00,PLACED,REG_SOUTH
ORD-100187,CUST-1143,2026-01-23 20:51:00,PLACED,REG_SOUTH
ORD-100188,CUST-1153,2025-11-18 17:18:00,PLACED,REG_WEST
ORD-100189,CUST-1201,2025-07-15 21:56:00,PLACED,REG_EAST
ORD-100190,CUST-1446,2026-04-03 11:05:00,PLACED,REG_WEST
ORD-100191,CUST-1131,2026-06-11 09:03:00,PLACED,REG_NORTH
ORD-100192,CUST-1001,2026-03-27 17:52:00,RETURNED,REG_NORTH
ORD-100193,CUST-1289,2026-06-18 00:15:00,PLACED,REG_WEST
ORD-100194,CUST-1326,2026-03-31 12:25:00,PLACED,REG_SOUTH
ORD-100195,CUST-1178,2025-11-30 04:12:00,PLACED,REG_EAST
ORD-100196,CUST-1428,2025-06-18 09:55:00,SHIPPED,REG_SOUTH
ORD-100197,CUST-1012,2025-05-07 20:01:00,PLACED,REG_WEST
ORD-100198,CUST-1448,2025-06-09 02:08:00,SHIPPED,REG_WEST
ORD-100199,CUST-1467,2026-05-09 22:38:00,CANCELLED,REG_SOUTH
ORD-100200,CUST-1466,2025-12-17 13:35:00,DELIVERED,REG_WEST
ORD-100201,CUST-1364,2025-07-25 05:27:00,SHIPPED,REG_WEST
ORD-100202,CUST-1243,2026-03-31 16:17:00,PLACED,REG_EAST
ORD-100203,CUST-1035,2025-04-20 18:30:00,SHIPPED,REG_NORTH
ORD-100204,CUST-1494,2026-03-20 02:09:00,SHIPPED,REG_EAST
ORD-100205,CUST-1477,2025-12-21 02:33:00,DELIVERED,REG_NORTH
ORD-100206,CUST-1252,2025-11-28 20:47:00,SHIPPED,REG_NORTH
ORD-100207,CUST-1320,2026-02-08 01:57:00,PLACED,REG_NORTH
ORD-100208,CUST-1481,2025-11-19 16:57:00,PLACED,REG_EAST
ORD-100209,CUST-1432,2025-09-28 09:18:00,PLACED,REG_EAST
ORD-100210,CUST-1267,2025-05-02 20:30:00,PLACED,REG_NORTH
ORD-100211,CUST-1299,2026-05-20 23:39:00,PLACED,REG_WEST
ORD-100212,CUST-1085,2025-06-04 16:04:00,DELIVERED,REG_EAST
ORD-100213,CUST-1259,2025-06-07 19:17:00,PLACED,REG_EAST
ORD-100214,CUST-1015,2026-04-15 03:38:00,PLACED,REG_SOUTH
ORD-100215,CUST-1458,2025-10-07 05:16:00,DELIVERED,REG_SOUTH
ORD-100216,CUST-1497,2025-07-02 16:55:00,PLACED,REG_NORTH
ORD-100217,CUST-1149,2026-01-30 04:53:00,PLACED,REG_WEST
ORD-100218,CUST-1393,2025-07-31 21:28:00,SHIPPED,REG_SOUTH
ORD-100219,CUST-1216,2026-01-21 23:53:00,PLACED,REG_EAST
ORD-100220,CUST-1119,2025-04-27 05:29:00,PLACED,REG_EAST
ORD-100221,CUST-1488,2026-04-18 17:14:00,PLACED,REG_WEST
ORD-100222,CUST-1486,2025-08-13 04:33:00,DELIVERED,REG_NORTH
ORD-100223,CUST-1296,2026-05-14 14:24:00,SHIPPED,REG_NORTH
ORD-100224,CUST-1100,2025-12-29 20:22:00,RETURNED,REG_WEST
ORD-100225,CUST-1280,2025-09-19 08:17:00,DELIVERED,REG_EAST
ORD-100226,CUST-1401,2025-11-23 21:47:00,PLACED,REG_SOUTH
ORD-100227,CUST-1533,2025-09-20 21:44:00,RETURNED,REG_EAST
ORD-100228,CUST-1011,2026-03-11 00:53:00,PLACED,REG_WEST
ORD-100229,CUST-1101,2025-12-25 03:43:00,PLACED,REG_SOUTH
ORD-100230,CUST-1291,2025-08-07 06:02:00,PLACED,REG_NORTH
ORD-100231,CUST-1059,2026-01-30 21:57:00,DELIVERED,REG_NORTH
ORD-100232,CUST-1123,2025-05-15 19:08:00,PLACED,REG_SOUTH
ORD-100233,CUST-1114,2026-03-23 05:16:00,PLACED,REG_NORTH
ORD-100234,CUST-1465,2025-08-20 13:44:00,CANCELLED,REG_EAST
ORD-100235,CUST-1264,2025-06-22 02:17:00,DELIVERED,REG_WEST
ORD-100236,CUST-1398,2025-09-18 01:16:00,RETURNED,REG_EAST
ORD-100237,CUST-1183,2025-11-12 00:00:00,RETURNED,REG_SOUTH
ORD-100238,CUST-1403,2025-07-01 20:31:00,PLACED,REG_WEST
ORD-100239,CUST-1224,2026-02-09 20:06:00,CANCELLED,REG_EAST
ORD-100240,CUST-1106,2025-04-18 02:04:00,PLACED,REG_EAST
ORD-100241,CUST-1457,2025-04-10 15:09:00,SHIPPED,REG_NORTH
ORD-100242,CUST-1039,2026-03-07 12:17:00,PLACED,REG_EAST
ORD-100243,CUST-1401,2026-01-20 00:32:00,SHIPPED,REG_WEST
ORD-100244,CUST-1490,2025-11-10 12:54:00,SHIPPED,REG_NORTH
ORD-100245,CUST-1232,2025-04-02 12:44:00,DELIVERED,REG_WEST
ORD-100246,CUST-1125,2026-01-16 17:59:00,RETURNED,REG_EAST
ORD-100247,CUST-1311,2025-10-23 01:40:00,RETURNED,REG_NORTH
ORD-100248,CUST-1375,2025-12-30 10:05:00,DELIVERED,REG_EAST
ORD-100249,CUST-1208,2025-06-30 17:02:00,RETURNED,REG_SOUTH
ORD-100250,CUST-1307,2026-03-23 12:57:00,PLACED,REG_EAST
ORD-100252,CUST-1037,2025-07-08 00:46:00,RETURNED,REG_SOUTH
ORD-100253,CUST-1501,2025-10-17 02:50:00,PLACED,REG_EAST
ORD-100254,CUST-1512,2025-12-30 14:01:00,PLACED,REG_NORTH
ORD-100255,CUST-1346,2026-05-09 23:02:00,PLACED,REG_SOUTH
ORD-100256,CUST-1536,2025-11-21 21:55:00,DELIVERED,REG_SOUTH
ORD-100257,CUST-1239,2025-05-07 01:47:00,PLACED,REG_NORTH
ORD-100258,CUST-1483,2026-02-11 01:15:00,SHIPPED,REG_SOUTH
ORD-100259,CUST-1015,2025-06-28 20:03:00,CANCELLED,REG_NORTH
ORD-100260,CUST-1468,2026-02-07 05:53:00,PLACED,REG_NORTH
ORD-100261,CUST-1117,2025-12-11 19:51:00,SHIPPED,REG_NORTH
ORD-100262,CUST-1208,2025-11-05 10:51:00,DELIVERED,REG_WEST
ORD-100264,CUST-1219,2026-04-27 01:37:00,PLACED,REG_NORTH
ORD-100265,CUST-1124,2025-08-19 04:48:00,PLACED,REG_EAST
ORD-100266,CUST-1169,2025-11-11 07:59:00,PLACED,REG_SOUTH
ORD-100267,CUST-1103,2026-05-11 20:39:00,PLACED,REG_SOUTH
ORD-100268,CUST-1017,2026-06-25 15:05:00,PLACED,REG_SOUTH
ORD-100269,CUST-1092,2026-03-28 20:37:00,DELIVERED,REG_WEST
ORD-100271,CUST-1536,2025-11-17 13:15:00,CANCELLED,REG_NORTH
ORD-100272,CUST-1185,2026-04-03 15:39:00,RETURNED,REG_EAST
ORD-100273,CUST-1357,2025-11-01 00:35:00,PLACED,REG_NORTH
ORD-100274,CUST-1543,2025-05-19 19:23:00,DELIVERED,REG_SOUTH
ORD-100275,CUST-1476,2026-04-30 20:42:00,PLACED,REG_NORTH
ORD-100276,CUST-1199,2025-05-28 04:43:00,DELIVERED,REG_WEST
ORD-100277,CUST-1510,2025-06-30 05:42:00,CANCELLED,REG_NORTH
ORD-100278,CUST-1373,2025-08-24 06:27:00,PLACED,REG_WEST
ORD-100279,CUST-1045,2025-05-24 23:03:00,CANCELLED,REG_SOUTH
ORD-100280,CUST-1162,2026-05-08 00:31:00,PLACED,REG_NORTH
ORD-100281,CUST-1241,2026-04-05 14:37:00,PLACED,REG_WEST
ORD-100282,CUST-1204,2026-04-18 21:57:00,PLACED,REG_NORTH
ORD-100283,CUST-1334,2025-07-26 03:15:00,SHIPPED,REG_SOUTH
ORD-100284,CUST-1385,2025-07-22 02:30:00,PLACED,REG_NORTH
ORD-100285,CUST-1447,2025-06-14 06:59:00,SHIPPED,REG_SOUTH
ORD-100286,CUST-1397,2025-10-09 04:29:00,SHIPPED,REG_EAST
ORD-100287,CUST-1277,2025-07-13 10:08:00,PLACED,REG_NORTH
ORD-100288,CUST-1288,2025-06-09 03:54:00,PLACED,REG_WEST
ORD-100289,CUST-1176,2026-04-25 10:14:00,DELIVERED,REG_SOUTH
ORD-100290,CUST-1175,2026-01-21 17:54:00,PLACED,REG_WEST
ORD-100291,CUST-1535,2025-12-07 06:37:00,PLACED,REG_WEST
ORD-100292,CUST-1286,2025-04-08 23:27:00,SHIPPED,REG_SOUTH
ORD-100293,CUST-1254,2025-09-15 13:37:00,PLACED,REG_SOUTH
ORD-100295,CUST-1436,2025-12-28 12:30:00,DELIVERED,REG_NORTH
ORD-100296,CUST-1464,2025-12-10 07:05:00,PLACED,REG_NORTH
ORD-100297,CUST-1417,2025-07-21 04:22:00,PLACED,REG_NORTH
ORD-100298,CUST-1017,2025-12-02 21:19:00,PLACED,REG_WEST
ORD-100299,CUST-1025,2025-11-19 14:49:00,PLACED,REG_WEST
ORD-100300,CUST-1190,2026-05-10 11:40:00,PLACED,REG_NORTH
ORD-100301,CUST-1073,2025-10-15 22:21:00,PLACED,REG_EAST
ORD-100302,CUST-1437,2026-04-21 08:44:00,CANCELLED,REG_SOUTH
ORD-100303,CUST-1083,2026-02-12 10:47:00,CANCELLED,REG_EAST
ORD-100304,CUST-1053,2025-05-27 12:23:00,PLACED,REG_NORTH
ORD-100305,CUST-1375,2025-10-05 05:41:00,PLACED,REG_NORTH
ORD-100306,CUST-1210,2025-06-10 10:15:00,PLACED,REG_WEST
ORD-100307,CUST-1215,2026-04-21 23:48:00,PLACED,REG_EAST
ORD-100308,CUST-1274,2025-12-14 21:27:00,PLACED,REG_NORTH
ORD-100309,CUST-1382,2025-09-24 14:31:00,PLACED,REG_NORTH
ORD-100310,CUST-1482,2026-03-30 00:00:00,DELIVERED,REG_EAST
ORD-100311,CUST-1463,2026-02-12 11:51:00,SHIPPED,REG_NORTH
ORD-100312,CUST-1193,2025-11-21 02:05:00,PLACED,REG_SOUTH
ORD-100313,CUST-1296,2025-05-10 03:10:00,PLACED,REG_SOUTH
ORD-100314,CUST-1509,2025-06-17 06:33:00,RETURNED,REG_NORTH
ORD-100315,CUST-1301,2025-10-31 21:34:00,CANCELLED,REG_WEST
ORD-100316,CUST-1356,2025-11-02 14:47:00,SHIPPED,REG_EAST
ORD-100317,CUST-1194,2025-05-03 00:55:00,DELIVERED,REG_EAST
ORD-100318,CUST-1422,2026-01-22 10:41:00,SHIPPED,REG_EAST
ORD-100319,CUST-1498,2026-01-29 21:44:00,PLACED,REG_WEST
ORD-100320,CUST-1469,2025-09-03 18:08:00,DELIVERED,REG_EAST
ORD-100321,CUST-1176,2026-05-10 08:14:00,PLACED,REG_EAST
ORD-100323,CUST-1165,2026-03-31 17:18:00,PLACED,REG_SOUTH
ORD-100324,CUST-1158,2025-06-22 07:07:00,PLACED,REG_EAST
ORD-100325,CUST-1130,2025-11-12 08:23:00,PLACED,REG_NORTH
ORD-100326,CUST-1325,2025-09-24 04:23:00,PLACED,REG_SOUTH
ORD-100327,CUST-1547,2025-09-02 03:58:00,PLACED,REG_WEST
ORD-100328,CUST-1149,2025-11-21 10:09:00,PLACED,REG_EAST
ORD-100329,CUST-1303,2025-11-29 09:48:00,RETURNED,REG_SOUTH
ORD-100330,CUST-1453,2025-09-21 22:07:00,SHIPPED,REG_NORTH
ORD-100331,CUST-1143,2026-03-14 17:07:00,PLACED,REG_WEST
ORD-100332,CUST-1226,2025-11-15 11:05:00,PLACED,REG_SOUTH
ORD-100333,CUST-1540,2025-07-23 08:12:00,PLACED,REG_WEST
ORD-100334,CUST-1090,2025-12-19 12:12:00,PLACED,REG_NORTH
ORD-100335,CUST-1370,2025-10-21 04:45:00,DELIVERED,REG_EAST
ORD-100336,CUST-1396,2025-10-08 00:18:00,PLACED,REG_EAST
ORD-100337,CUST-1457,2026-06-22 17:05:00,PLACED,REG_WEST
ORD-100338,CUST-1426,2026-05-17 14:18:00,PLACED,REG_WEST
ORD-100339,CUST-1425,2025-06-11 18:38:00,PLACED,REG_SOUTH
ORD-100340,CUST-1311,2025-11-30 16:21:00,PLACED,REG_WEST
ORD-100341,CUST-1091,2025-04-04 13:40:00,CANCELLED,REG_WEST
ORD-100342,CUST-1180,2026-01-10 14:45:00,PLACED,REG_SOUTH
ORD-100343,CUST-1205,2025-07-05 12:18:00,PLACED,REG_NORTH
ORD-100344,CUST-1310,2026-06-02 18:19:00,PLACED,REG_WEST
ORD-100345,CUST-1230,2025-04-14 00:09:00,PLACED,REG_WEST
ORD-100346,CUST-1128,2026-03-01 21:57:00,PLACED,REG_SOUTH
ORD-100347,CUST-1504,2026-03-19 20:15:00,PLACED,REG_EAST
ORD-100348,CUST-1505,2025-05-05 19:47:00,PLACED,REG_WEST
ORD-100349,CUST-1447,2026-06-19 08:40:00,SHIPPED,REG_NORTH
ORD-100350,CUST-1383,2025-12-19 23:36:00,PLACED,REG_EAST
ORD-100351,CUST-1167,2026-01-23 01:09:00,PLACED,REG_SOUTH
ORD-100352,CUST-1366,2025-06-23 01:17:00,PLACED,REG_EAST
ORD-100353,CUST-1050,2025-08-27 09:33:00,SHIPPED,REG_NORTH
ORD-100354,CUST-1527,2025-07-09 20:11:00,DELIVERED,REG_SOUTH
ORD-100355,CUST-1331,2026-06-21 10:52:00,DELIVERED,REG_EAST
ORD-100356,CUST-1278,2026-03-17 22:44:00,PLACED,REG_EAST
ORD-100357,CUST-1148,2025-04-07 04:33:00,PLACED,REG_WEST
