order_id,customer_id,order_date,city,payment_mode,status
ORD-100161,CUST-1012,2024-04-29 12:38:00,Mumbai,UPI,delivered
ORD-100162,CUST-1078,2024-04-28 04:48:00,Delhi,COD,delivered
ORD-100163,CUST-1031,2024-04-01 15:47:00,Delhi,UPI,delivered
ORD-100164,CUST-1098,2024-06-08 22:14:00,Bengaluru,Card,delivered
ORD-100165,CUST-1091,2024-04-10 12:55:00,Delhi,COD,delivered
ORD-100166,CUST-1005,2024-05-29 02:55:00,Delhi,COD,delivered
ORD-100167,CUST-1147,2024-05-22 22:40:00,Delhi,UPI,delivered
ORD-100168,CUST-1104,2024-04-03 10:10:00,Mumbai,Card,cancelled
ORD-100169,CUST-1118,2024-06-28 11:05:00,Delhi,UPI,delivered
ORD-100170,CUST-1063,2024-05-26 18:25:00,Mumbai,COD,delivered
ORD-100171,CUST-1080,2024-05-14 07:21:00,Delhi,UPI,cancelled
ORD-100172,CUST-1131,2024-06-21 03:33:00,Delhi,COD,delivered
ORD-100173,CUST-1090,2024-06-22 04:15:00,Mumbai,COD,delivered
ORD-100174,CUST-1051,2024-04-23 19:09:00,Mumbai,Card,cancelled
ORD-100175,CUST-1020,2024-04-23 20:31:00,Mumbai,Card,delivered
ORD-100176,CUST-1195,2024-06-14 14:43:00,Bengaluru,Card,returned
ORD-100177,CUST-1165,2024-06-21 19:20:00,Mumbai,Card,returned
ORD-100178,CUST-1081,2024-04-20 14:04:00,Delhi,Card,delivered
ORD-100179,CUST-1078,2024-05-06 18:03:00,Delhi,UPI,delivered
ORD-100180,CUST-1080,2024-05-30 14:02:00,Delhi,COD,delivered
ORD-100181,CUST-1020,2024-06-22 02:39:00,Mumbai,COD,delivered
ORD-100182,CUST-1119,2024-06-14 17:50:00,Mumbai,UPI,delivered
ORD-100183,CUST-1116,2024-06-13 20:12:00,Mumbai,COD,delivered
ORD-100184,CUST-1129,2024-04-20 01:28:00,Bengaluru,COD,delivered
ORD-100185,CUST-1183,2024-04-11 16:41:00,Mumbai,UPI,delivered
ORD-100186,CUST-1182,2024-05-27 14:33:00,Bengaluru,UPI,delivered
ORD-100187,CUST-1094,2024-05-18 09:24:00,Bengaluru,COD,delivered
ORD-100188,CUST-1174,2024-06-16 01:50:00,Delhi,COD,delivered
ORD-100189,CUST-1017,2024-05-13 03:35:00,Bengaluru,COD,delivered
ORD-100190,CUST-1065,2024-06-24 19:55:00,Delhi,UPI,delivered
ORD-100191,CUST-1150,2024-06-24 04:58:00,Bengaluru,Card,delivered
ORD-100192,CUST-1179,2024-06-24 12:08:00,Bengaluru,UPI,delivered
ORD-100193,CUST-1080,2024-06-11 12:41:00,Delhi,UPI,cancelled
ORD-100194,CUST-1172,2024-06-29 23:43:00,Bengaluru,UPI,returned
ORD-100195,CUST-1166,2024-06-25 13:32:00,Bengaluru,COD,delivered
ORD-100196,CUST-1080,2024-04-24 06:21:00,Delhi,COD,returned
ORD-100197,CUST-1050,2024-04-29 04:09:00,Bengaluru,UPI,delivered
ORD-100198,CUST-1130,2024-06-09 23:56:00,Delhi,Card,delivered
ORD-100199,CUST-1087,2024-06-19 04:38:00,Mumbai,UPI,delivered
ORD-100200,CUST-1047,2024-06-28 19:51:00,Bengaluru,Card,returned
ORD-100201,CUST-1113,2024-04-06 13:23:00,Delhi,UPI,delivered
ORD-100202,CUST-1114,2024-06-18 09:48:00,Delhi,COD,delivered
ORD-100203,CUST-1060,2024-06-08 07:19:00,Delhi,COD,returned
ORD-100204,CUST-1050,2024-05-18 21:36:00,Bengaluru,COD,returned
ORD-100205,CUST-1197,2024-05-07 12:32:00,Mumbai,UPI,delivered
ORD-100206,CUST-1052,2024-06-17 04:55:00,Bengaluru,Card,delivered
ORD-100207,CUST-1124,2024-05-18 17:59:00,Delhi,Card,delivered
ORD-100208,CUST-1032,2024-05-07 02:48:00,Mumbai,COD,delivered
ORD-100209,CUST-1132,2024-04-19 13:05:00,Bengaluru,UPI,returned
ORD-100210,CUST-1116,2024-05-15 00:26:00,Mumbai,Card,delivered
ORD-100211,CUST-1096,2024-05-01 12:05:00,Delhi,UPI,delivered
ORD-100212,CUST-1082,2024-04-13 22:41:00,Bengaluru,UPI,delivered
ORD-100213,CUST-1036,2024-04-05 09:58:00,Bengaluru,Card,cancelled
ORD-100214,CUST-1036,2024-05-31 14:39:00,Bengaluru,UPI,delivered
ORD-100215,CUST-1005,2024-05-03 06:53:00,Delhi,Card,delivered
ORD-100216,CUST-1156,2024-06-07 13:07:00,Delhi,UPI,cancelled
ORD-100217,CUST-1078,2024-04-16 01:15:00,Delhi,Card,delivered
ORD-100218,CUST-1118,2024-04-09 03:53:00,Delhi,Card,returned
ORD-100219,CUST-1138,2024-04-03 20:32:00,Delhi,Card,delivered
ORD-100220,CUST-1037,2024-05-08 13:00:00,Mumbai,UPI,delivered
ORD-100221,CUST-1147,2024-05-24 05:42:00,Delhi,Card,delivered
ORD-100222,CUST-1093,2024-04-09 16:34:00,Delhi,Card,delivered
ORD-100223,CUST-1142,2024-04-03 12:55:00,Bengaluru,Card,delivered
ORD-100224,CUST-1100,2024-05-18 08:47:00,Bengaluru,UPI,delivered
ORD-100225,CUST-1089,2024-05-01 23:42:00,Bengaluru,Card,delivered
ORD-100226,CUST-1189,2024-05-13 04:02:00,Delhi,COD,delivered
ORD-100227,CUST-1165,2024-04-23 21:29:00,Mumbai,COD,returned
ORD-100228,CUST-1162,2024-04-24 04:04:00,Mumbai,COD,delivered
ORD-100229,CUST-1010,2024-05-08 06:02:00,Delhi,UPI,cancelled
ORD-100230,CUST-1081,2024-05-10 16:25:00,Delhi,Card,returned
ORD-100231,CUST-1122,2024-05-03 01:48:00,Mumbai,COD,delivered
ORD-100232,CUST-1092,2024-04-07 20:21:00,Bengaluru,COD,delivered
ORD-100233,CUST-1112,2024-05-22 23:28:00,Bengaluru,COD,returned
ORD-100234,CUST-1087,2024-04-24 15:44:00,Mumbai,Card,delivered
ORD-100235,CUST-1069,2024-04-11 23:27:00,Delhi,Card,delivered
ORD-100236,CUST-1047,2024-06-09 09:20:00,Bengaluru,COD,delivered
ORD-100237,CUST-1170,2024-05-08 09:28:00,Delhi,COD,delivered
ORD-100238,CUST-1043,2024-06-28 14:22:00,Delhi,Card,delivered
ORD-100239,CUST-1091,2024-06-18 13:17:00,Delhi,UPI,delivered
ORD-100240,CUST-1020,2024-06-25 20:25:00,Mumbai,Card,delivered
ORD-100241,CUST-1174,2024-04-21 00:09:00,Delhi,Card,cancelled
ORD-100242,CUST-1001,2024-05-27 01:08:00,Bengaluru,Card,delivered
ORD-100243,CUST-1094,2024-05-17 12:36:00,Bengaluru,UPI,delivered
ORD-100244,CUST-1174,2024-05-28 11:23:00,Delhi,UPI,delivered
ORD-100245,CUST-1147,2024-04-18 16:23:00,Delhi,Card,delivered
ORD-100246,CUST-1072,2024-05-02 03:01:00,Delhi,COD,delivered
ORD-100247,CUST-1133,2024-05-20 17:07:00,Mumbai,COD,delivered
ORD-100248,CUST-1181,2024-05-28 06:39:00,Bengaluru,COD,delivered
ORD-100249,CUST-1052,2024-04-16 04:54:00,Bengaluru,UPI,delivered
ORD-100250,CUST-1183,2024-05-27 02:51:00,Mumbai,COD,delivered
ORD-100251,CUST-1171,2024-05-15 22:04:00,Bengaluru,COD,delivered
ORD-100252,CUST-1077,2024-04-21 22:45:00,Bengaluru,Card,returned
ORD-100253,CUST-1045,2024-05-17 16:14:00,Bengaluru,UPI,delivered
ORD-100254,CUST-1003,2024-04-18 07:50:00,Bengaluru,COD,delivered
ORD-100255,CUST-1142,2024-06-13 11:29:00,Bengaluru,Card,cancelled
ORD-100256,CUST-1034,2024-06-18 02:04:00,Mumbai,Card,delivered
ORD-100257,CUST-1185,2024-06-01 16:26:00,Bengaluru,Card,cancelled
ORD-100258,CUST-1019,2024-04-17 10:41:00,Delhi,COD,delivered
ORD-100259,CUST-1175,2024-06-06 11:08:00,Delhi,Card,returned
ORD-100260,CUST-1164,2024-06-15 05:49:00,Bengaluru,COD,returned
ORD-100261,CUST-1129,2024-04-08 03:33:00,Bengaluru,UPI,delivered
ORD-100262,CUST-1042,2024-05-12 22:14:00,Bengaluru,Card,delivered
ORD-100263,CUST-1073,2024-04-11 08:12:00,Delhi,Card,delivered
ORD-100264,CUST-1071,2024-04-17 20:19:00,Delhi,UPI,delivered
ORD-100265,CUST-1129,2024-06-22 05:37:00,Bengaluru,UPI,returned
ORD-100266,CUST-1044,2024-06-24 19:46:00,Bengaluru,COD,returned
ORD-100267,CUST-1145,2024-04-06 00:05:00,Mumbai,Card,delivered
ORD-100268,CUST-1198,2024-06-13 08:41:00,Bengaluru,Card,delivered
ORD-100269,CUST-1107,2024-06-19 20:01:00,Delhi,Card,delivered
ORD-100270,CUST-1140,2024-05-08 20:19:00,Delhi,Card,delivered
ORD-100271,CUST-1104,2024-05-09 14:04:00,Mumbai,UPI,delivered
ORD-100272,CUST-1113,2024-05-24 15:29:00,Delhi,Card,delivered
ORD-100273,CUST-1037,2024-05-11 22:20:00,Mumbai,COD,delivered
ORD-100274,CUST-1103,2024-04-17 11:32:00,Mumbai,COD,delivered
ORD-100275,CUST-1062,2024-05-30 03:17:00,Mumbai,UPI,delivered
ORD-100276,CUST-1025,2024-04-07 09:24:00,Bengaluru,COD,returned
ORD-100277,CUST-1064,2024-04-21 10:59:00,Delhi,COD,delivered
ORD-100278,CUST-1049,2024-04-21 15:32:00,Bengaluru,COD,delivered
ORD-100279,CUST-1128,2024-04-03 02:25:00,Delhi,UPI,delivered
ORD-100280,CUST-1056,2024-06-14 11:03:00,Bengaluru,COD,delivered
ORD-100281,CUST-1153,2024-06-23 21:30:00,Delhi,UPI,delivered
ORD-100282,CUST-1028,2024-05-26 04:56:00,Bengaluru,COD,delivered
ORD-100283,CUST-1196,2024-05-22 11:02:00,Mumbai,Card,delivered
ORD-100284,CUST-1144,2024-04-25 11:35:00,Mumbai,COD,delivered
ORD-100285,CUST-1130,2024-05-28 17:17:00,Delhi,Card,cancelled
ORD-100286,CUST-1175,2024-06-18 03:08:00,Delhi,COD,returned
ORD-100287,CUST-1096,2024-05-14 17:23:00,Delhi,UPI,cancelled
ORD-100288,CUST-1155,2024-06-05 12:32:00,Bengaluru,UPI,delivered
ORD-100289,CUST-1036,2024-05-13 15:33:00,Bengaluru,Card,delivered
ORD-100290,CUST-1132,2024-04-18 10:59:00,Bengaluru,UPI,delivered
ORD-100291,CUST-1101,2024-06-18 23:53:00,Mumbai,COD,delivered
ORD-100292,CUST-1130,2024-06-05 17:31:00,Delhi,COD,delivered
ORD-100293,CUST-1122,2024-04-03 11:21:00,Mumbai,COD,delivered
ORD-100294,CUST-1150,2024-05-10 23:55:00,Bengaluru,UPI,delivered
ORD-100295,CUST-1153,2024-05-31 08:41:00,Delhi,Card,cancelled
ORD-100296,CUST-1148,2024-04-30 23:03:00,Mumbai,UPI,delivered
ORD-100297,CUST-1135,2024-06-20 23:39:00,Bengaluru,COD,cancelled
ORD-100298,CUST-1038,2024-06-27 07:02:00,Mumbai,Card,delivered
ORD-100299,CUST-1029,2024-04-25 00:28:00,Delhi,UPI,delivered
ORD-100300,CUST-1106,2024-06-28 06:26:00,Bengaluru,Card,delivered
ORD-100301,CUST-1121,2024-04-08 22:08:00,Bengaluru,Card,delivered
ORD-100302,CUST-1084,2024-06-24 15:33:00,Delhi,UPI,delivered
ORD-100303,CUST-1118,2024-06-08 10:34:00,Delhi,Card,delivered
ORD-100304,CUST-1175,2024-06-22 22:16:00,Delhi,UPI,delivered
ORD-100305,CUST-1064,2024-05-06 17:19:00,Delhi,COD,delivered
ORD-100306,CUST-1198,2024-05-07 22:13:00,Bengaluru,COD,delivered
ORD-100307,CUST-1082,2024-06-01 11:35:00,Bengaluru,Card,returned
ORD-100308,CUST-1071,2024-05-07 03:36:00,Delhi,COD,delivered
ORD-100309,CUST-1102,2024-05-15 04:18:00,Bengaluru,Card,delivered
ORD-100310,CUST-1021,2024-05-15 14:41:00,Delhi,COD,delivered
ORD-100311,CUST-1055,2024-04-26 17:17:00,Delhi,Card,returned
ORD-100312,CUST-1070,2024-04-18 03:39:00,Bengaluru,UPI,delivered
ORD-100313,CUST-1063,2024-04-07 21:57:00,Mumbai,Card,delivered
ORD-100314,CUST-1060,2024-04-07 03:26:00,Delhi,COD,delivered
ORD-100315,CUST-1026,2024-06-27 04:00:00,Bengaluru,UPI,returned
ORD-100316,CUST-1105,2024-06-23 15:30:00,Delhi,COD,delivered
ORD-100317,CUST-1083,2024-05-07 20:03:00,Bengaluru,UPI,returned
ORD-100318,CUST-1167,2024-06-13 07:34:00,Delhi,UPI,delivered
ORD-100319,CUST-1045,2024-05-24 05:59:00,Bengaluru,COD,returned
ORD-100320,CUST-1002,2024-06-03 05:59:00,Mumbai,COD,delivered
ORD-100321,CUST-1010,2024-04-02 09:36:00,Delhi,COD,delivered
ORD-100322,CUST-1073,2024-05-29 20:34:00,Delhi,UPI,delivered
ORD-100323,CUST-1130,2024-05-30 08:12:00,Delhi,COD,cancelled
ORD-100324,CUST-1042,2024-05-29 20:16:00,Bengaluru,UPI,delivered
ORD-100325,CUST-1189,2024-05-14 09:36:00,Delhi,UPI,delivered
ORD-100326,CUST-1045,2024-06-18 20:57:00,Bengaluru,COD,delivered
ORD-100327,CUST-1132,2024-05-12 02:25:00,Bengaluru,UPI,delivered
ORD-100328,CUST-1036,2024-06-01 10:59:00,Bengaluru,COD,delivered
ORD-100329,CUST-1099,2024-05-01 14:48:00,Delhi,COD,delivered
ORD-100330,CUST-1078,2024-06-14 23:36:00,Delhi,Card,delivered
ORD-100331,CUST-1093,2024-06-28 07:03:00,Delhi,COD,delivered
ORD-100332,CUST-1079,2024-04-21 12:43:00,Bengaluru,Card,delivered
ORD-100333,CUST-1198,2024-05-10 22:07:00,Bengaluru,COD,delivered
ORD-100334,CUST-1095,2024-06-18 07:14:00,Bengaluru,COD,returned
ORD-100335,CUST-1040,2024-05-29 23:38:00,Bengaluru,Card,delivered
ORD-100336,CUST-1141,2024-05-31 17:51:00,Bengaluru,UPI,delivered
ORD-100337,CUST-1196,2024-05-02 21:48:00,Mumbai,UPI,delivered
ORD-100338,CUST-1135,2024-05-28 16:45:00,Bengaluru,Card,delivered
ORD-100339,CUST-1029,2024-04-08 17:57:00,Delhi,Card,delivered
ORD-100340,CUST-1138,2024-04-20 05:20:00,Delhi,COD,returned
ORD-100341,CUST-1030,2024-06-27 06:45:00,Mumbai,UPI,delivered
ORD-100342,CUST-1131,2024-05-28 01:29:00,Delhi,COD,delivered
ORD-100343,CUST-1117,2024-06-12 01:35:00,Mumbai,COD,delivered
ORD-100344,CUST-1186,2024-04-03 12:16:00,Mumbai,Card,cancelled
ORD-100345,CUST-1056,2024-06-14 02:02:00,Bengaluru,Card,delivered
ORD-100346,CUST-1017,2024-06-09 01:59:00,Bengaluru,COD,returned
ORD-100347,CUST-1009,2024-05-07 13:11:00,Mumbai,Card,cancelled
ORD-100348,CUST-1187,2024-06-22 13:23:00,Mumbai,COD,returned
